XANTARES (Gold),69029.66
electronic (Gold),66818.82
olofmeister (Gold),61157.20
NBK- (Gold),57495.41
FalleN (Gold),55222.65
keshandr (Gold),54022.44
Jame (Gold),51042.56
NAF (Gold),50037.29
coldzera (Gold),46579.61
rain (Gold),45867.90
Skadoodle (Gold),42176.29
Stewie2K (Gold),42076.15
GuardiaN (Gold),40947.80
keev (Gold),40033.50
JW (Gold),38634.53
TACO (Gold),38415.13
pashaBiceps (Gold),38207.96
Hobbit (Gold),33613.52
shox (Gold),31573.16
gla1ve (Gold),30373.72
Snax (Gold),28801.98
RUSH (Gold),27610.94
AZR (Gold),27299.04
k0nfig (Gold),26467.30
fer (Gold),26111.06
dimasick (Gold),26022.38
nitr0 (Gold),25374.12
dupreeh (Gold),25021.70
suNny (Gold),24949.84
tabseN (Gold),23992.73
mou (Gold),22826.16
jmqa (Gold),21671.81
stanislaw (Gold),21405.02
NEO (Gold),20788.86
buster (Gold),20267.49
Kjaerbye (Gold),20017.51
Calyx (Gold),19584.06
ShahZaM (Gold),19159.78
B1ad3 (Gold),18431.25
USTILO (Gold),18347.16
Dosia (Gold),17407.63
cajunb (Gold),17152.30
jdm64 (Gold),17058.27
chrisJ (Gold),16532.32
seized (Gold),16283.10
byali (Gold),15462.06
flusha (Gold),15309.94
autimatic (Gold),15289.30
Golden (Gold),15027.08
AmaNEk (Gold),15011.79
paz (Gold),15011.79
devoduvek (Gold),14976.63
SIXER (Gold),14556.17
felps (Gold),14536.30
nex (Gold),14492.72
TaZ (Gold),14040.92
v4lde (Gold),13926.25
gob b (Gold),13926.25
chopper (Gold),13824.58
karrigan (Gold),13363.61
Edward (Gold),13187.02
RpK (Gold),13125.86
flamie (Gold),13055.53
tarik (Gold),12951.56
markeloff (Gold),12787.97
MSL (Gold),12258.96
ngiN (Gold),12231.44
KRIMZ (Gold),12185.57
Kvik (Gold),12096.89
Nifty (Gold),12004.39
KrizzeN (Gold),12004.39
Zeus (Gold),11520.48
hutji (Gold),11520.48
bodyy (Gold),10877.57
apEX (Gold),10813.35
qikert (Gold),10670.40
mir (Gold),10008.37
xms (Gold),10008.37
innocent (Gold),9603.97
STYKO (Gold),9574.15
oskar (Gold),9318.82
Spiidi (Gold),9255.37
LEGIJA (Gold),8704.19
denis (Gold),8630.04
kRYSTAL (Gold),8529.13
SicK (Gold),8402.23
jR (Gold),8402.23
MAJ3R (Gold),8013.88
aizy (Gold),8013.12
WorldEdit (Gold),8006.24
balblna (Gold),7880.10
zehN (Gold),7223.42
wayLander (Gold),6526.23
AdreN (Gold),6421.50
fitch (Gold),5753.36
bondik (Gold),NoRecentP
Xyp9x (Gold),NoRecentP
fnx (Gold),NoRecentP
Happy (Gold),NoRecentP
DD (Gold),NoRecentP
kNgV- (Gold),NoRecentP
HEN1 (Gold),NoRecentP
Twistzz (Gold),NoRecentP
BIT (Gold),NoRecentP
s1mple (Gold),NoRecentP
somebody (Gold),NoRecentP
captainMo (Gold),NoRecentP
waterfaLLZ (Gold),NoRecentP
seang@res (Gold),233458.43
BnTeT (Gold),NoRecentP
device (Gold),76446.50
Stewie2K (Gold),138580.68
shox (Gold),137603.70
device (Gold),133158.33
keshandr (Gold),133158.33
Xyp9x (Gold),133158.33
NiKo (Gold),124251.55
Skadoodle (Gold),121842.72
AdreN (Gold),118517.30
Edward (Gold),116359.98
GuardiaN (Gold),114287.51
apEX (Gold),114287.51
shroud (Gold),99177.86
keev (Gold),96639.84
NBK- (Gold),94695.04
innocent (Gold),87913.47
coldzera (Gold),85650.65
suNny (Gold),78876.73
FalleN (Gold),78033.52
fer (Gold),76370.05
rain (Gold),75344.14
kNgV- (Gold),75064.34
HEN1 (Gold),75064.34
electronic (Gold),74129.40
chrisJ (Gold),72925.37
karrigan (Gold),71790.14
pashaBiceps (Gold),70579.99
JW (Gold),68428.02
kRYSTAL (Gold),65275.37
flusha (Gold),60550.97
olofmeister (Gold),60108.35
steel (Gold),55457.34
LEGIJA (Gold),55222.65
flamie (Gold),55222.65
nex (Gold),55098.81
n0thing (Gold),51425.56
gla1ve (Gold),50042.64
cajunb (Gold),50042.64
bodyy (Gold),47084.16
KRIMZ (Gold),45038.45
chopper (Gold),44545.37
Kjaerbye (Gold),43429.25
tabseN (Gold),43080.66
seized (Gold),42017.28
Hobbit (Gold),41537.20
B1ad3 (Gold),41236.00
autimatic (Gold),41146.56
NEO (Gold),40216.97
Magisk (Gold),40128.29
wayLander (Gold),40033.50
zehN (Gold),39828.62
Snax (Gold),38905.91
mir (Gold),37779.09
LUCAS1 (Gold),35976.48
MSL (Gold),35721.92
dennis (Gold),35220.43
dupreeh (Gold),34114.25
felps (Gold),32427.84
boltz (Gold),32365.15
HS (Gold),32027.26
TaZ (Gold),31393.51
k0nfig (Gold),30460.10
WorldEdit (Gold),30025.12
gob b (Gold),29814.13
Dosia (Gold),29155.16
markeloff (Gold),28161.36
TACO (Gold),27936.60
allu (Gold),27349.49
oskar (Gold),25092.03
Zeus (Gold),24274.05
hutji (Gold),24246.53
byali (Gold),23019.57
mou (Gold),22694.67
aizy (Gold),22022.70
kioShiMa (Gold),20516.71
denis (Gold),18607.07
loWel (Gold),14681.55
s1mple (Gold),NoRecentP
jR (Gold),NoRecentP
kennyS (Gold),NoRecentP
ropz (Gold),NoRecentP
Entropiq (Foil),678.84
MOUZ (Foil),340.18
Astralis (Foil),177.35
Natus Vincere (Foil),114.66
Tyloo (Foil),110.84
FaZe Clan (Foil),99.38
paiN Gaming (Foil),93.26
Copenhagen Flames (Foil),82.56
Virtus.Pro (Foil),79.50
G2 Esports (Foil),79.50
Movistar Riders (Foil),64.21
Team Liquid (Foil),45.10
Heroic (Foil),37.45
ENCE (Foil),35.92
Team Spirit (Foil),35.16
BIG (Foil),24.46
Ninjas in Pyjamas (Foil),24.46
Gambit Gaming (Foil),19.87
FURIA (Foil),19.87
Sharks Esports (Foil),17.58
Vitality (Foil),15.28
GODSENT (Foil),15.28
PGL (Foil),12.99
Evil Geniuses (Foil),12.23
Renegades (Foil),11.46
TYLOO (Foil),57.33
Fnatic (Foil),52.74
G2 (Foil),52.74
Natus Vincere (Foil),52.74
Spirit (Foil),39.75
FaZe (Foil),39.75
Astralis (Foil),35.16
Liquid (Foil),31.34
Virtus.pro (Foil),29.04
North (Foil),21.40
Nemiga (Foil),16.05
OG (Foil),15.28
GODSENT (Foil),13.76
FURIA (Foil),12.23
Boom (Foil),11.46
Ninjas in Pyjamas (Foil),10.70
BIG (Foil),8.42
Renegades (Foil),8.42
Vitality (Foil),7.66
100 Thieves (Foil),6.90
ESPADA (Foil),6.90
Evil Geniuses (Foil),6.90
Gen.G (Foil),6.90
Heroic (Foil),6.13
HellRaisers (Foil),310.37
G2 Esports (Foil),288.20
CR4ZY (Foil),287.43
Natus Vincere (Foil),282.08
compLexity Gaming (Foil),274.44
Syman Gaming (Foil),240.04
Tyloo (Foil),220.93
Astralis (Foil),219.40
Avangar (Foil),202.58
FURIA (Foil),182.70
mousesports (Foil),180.41
FaZe Clan (Foil),162.06
MIBR (Foil),155.18
Team Liquid (Foil),146.77
North (Foil),143.71
Ninjas in Pyjamas (Foil),137.60
forZe eSports (Foil),119.25
INTZ E-SPORTS CLUB (Foil),117.72
Vitality (Foil),116.19
DreamEaters (Foil),101.67
ENCE (Foil),64.21
NRG (Foil),59.62
Grayhound Gaming (Foil),59.62
StarLadder (Foil),54.27
Renegades (Foil),37.45
Cloud9 (Foil),1480.76
ViCi Gaming (Foil),916.59
Team Liquid (Foil),888.30
Team Spirit (Foil),817.21
BIG (Foil),724.71
Astralis (Foil),720.89
Tyloo (Foil),715.53
G2 Esports (Foil),660.49
Natus Vincere (Foil),636.03
compLexity Gaming (Foil),630.68
Fnatic (Foil),623.80
Ninjas in Pyjamas (Foil),611.57
FURIA (Foil),539.71
FaZe Clan (Foil),506.07
HellRaisers (Foil),496.90
IEM (Foil),415.10
Vega Squadron (Foil),392.17
Vitality (Foil),351.65
NRG (Foil),264.50
ENCE (Foil),254.56
MIBR (Foil),253.03
Avangar (Foil),240.04
Winstrike Team (Foil),239.27
Grayhound Gaming (Foil),168.18
Renegades (Foil),85.62
Cloud9 (Foil),1681.82
Astralis (Foil),1342.40
Gambit Esports (Foil),1138.28
Natus Vincere (Foil),1126.82
North (Foil),1064.13
Tyloo (Foil),1064.13
BIG (Foil),1063.37
FaZe Clan (Foil),1031.26
Space Soldiers (Foil),891.36
OpTic Gaming (Foil),889.83
Team Liquid (Foil),853.14
G2 Esports (Foil),827.91
Virtus.Pro (Foil),623.80
Ninjas in Pyjamas (Foil),600.10
FACEIT (Foil),589.40
Rogue (Foil),585.58
compLexity Gaming (Foil),574.87
mousesports (Foil),572.58
HellRaisers (Foil),566.46
MIBR (Foil),554.23
Fnatic (Foil),528.24
Team Spirit (Foil),504.54
Vega Squadron (Foil),409.75
Winstrike Team (Foil),234.69
Renegades (Foil),202.58
LoveYY (Gold),103185.95
Summer (Gold),39295.02
Attacker (Gold),25209.76
Kaze (Gold),17501.66
Karsa (Gold),11028.93
Flash Gaming (Foil),2041.12
100 Thieves (Foil),76557.34
Tyloo (Foil),30011.36
Cloud9 (Foil),6325.94
Team Liquid (Foil),5274.80
Astralis (Foil),4008.85
FaZe Clan (Foil),3531.82
Sprout Esports (Foil),2945.48
North (Foil),2482.98
Natus Vincere (Foil),2446.28
Gambit Esports (Foil),2125.21
SK Gaming (Foil),2109.92
Avangar (Foil),2015.12
Virtus.Pro (Foil),1923.39
Flipsid3 Tactics (Foil),1795.72
mousesports (Foil),1705.52
Fnatic (Foil),1654.30
Space Soldiers (Foil),1603.08
BIG (Foil),1301.11
Team EnVyUs (Foil),1152.04
G2 Esports (Foil),1028.96
Vega Squadron (Foil),600.10
Quantum Bellator Fire (Foil),443.38
Misfits Gaming (Foil),436.50
Renegades (Foil),340.18
ELEAGUE (Foil),215.57
Cloud9 (Foil),8646.86
Natus Vincere (Foil),1902.75
Flipsid3 Tactics (Foil),1741.45
SK Gaming (Foil),1638.24
G2 Esports (Foil),1603.08
Astralis (Foil),1421.90
Immortals (Foil),1366.86
FaZe Clan (Foil),1279.71
mousesports (Foil),1235.37
Fnatic (Foil),1200.21
Virtus.Pro (Foil),1090.12
BIG (Foil),918.88
North (Foil),889.07
Vega Squadron (Foil),867.66
PGL (Foil),651.32
PENTA Sports (Foil),651.32
Gambit (Foil),553.47
s1mple (Foil),45190.58
kennyS (Foil),16805.99
Team Liquid (Foil),13103.69
Fnatic (Foil),12098.42
OpTic Gaming (Foil),10782.77
FaZe Clan (Foil),10772.84
olofmeister (Foil),10357.73
G2 Esports (Foil),10318.74
NiKo (Foil),9867.71
Natus Vincere (Foil),9561.16
device (Foil),8486.32
electronic (Foil),7397.72
Astralis (Foil),6880.18
GuardiaN (Foil),6693.65
EliGE (Foil),6230.38
rain (Foil),5962.06
Virtus.Pro (Foil),5657.04
Flipsid3 Tactics (Foil),5602.76
shox (Foil),5245.75
NAF (Foil),5144.08
AdreN (Foil),5006.48
ScreaM (Foil),4662.47
mousesports (Foil),4440.01
Xyp9x (Foil),4410.19
Happy (Foil),4212.96
North (Foil),4204.55
RUSH (Foil),4124.28
flamie (Foil),3953.81
apEX (Foil),3890.36
JW (Foil),3654.90
k0nfig (Foil),3482.13
Pimp (Foil),3430.91
HellRaisers (Foil),3405.69
tarik (Foil),3340.71
Hobbit (Foil),3326.95
MSL (Foil),3313.95
dupreeh (Foil),3301.72
Team EnVyUs (Foil),3248.97
SK Gaming (Foil),3057.09
GODSENT (Foil),2851.45
nitr0 (Foil),2675.62
flusha (Foil),2593.06
Zero (Foil),2590.00
pashaBiceps (Foil),2462.34
seized (Foil),2453.16
NBK- (Foil),2411.12
Magisk (Foil),2406.53
jdm64 (Foil),2292.63
gla1ve (Foil),2292.63
chrisJ (Foil),2138.97
coldzera (Foil),2064.05
allu (Foil),2028.12
cajunb (Foil),2015.89
Gambit Gaming (Foil),1983.02
Edward (Foil),1911.16
fer (Foil),1911.16
Hiko (Foil),1911.16
fox (Foil),1910.39
NEO (Foil),1903.51
mixwell (Foil),1819.42
RUBINO (Foil),1805.66
KRIMZ (Foil),1764.38
twist (Foil),1742.21
bodyy (Foil),1593.90
Lekr0 (Foil),1529.69
markeloff (Foil),1527.40
FalleN (Foil),1527.40
karrigan (Foil),1527.40
Snax (Foil),1506.76
B1ad3 (Foil),1480.00
SmithZz (Foil),1457.07
SIXER (Foil),1400.49
Kjaerbye (Foil),1392.09
Dosia (Foil),1383.68
WorldEdit (Foil),1357.68
dennis (Foil),1318.70
pronax (Foil),1224.67
kioShiMa (Foil),1213.20
ANGE1 (Foil),1200.21
disco doplan (Foil),1187.97
RpK (Foil),1101.59
STYKO (Foil),1022.08
Zeus (Foil),999.92
wayLander (Foil),999.15
DeadFox (Foil),986.15
znajder (Foil),978.51
aizy (Foil),921.18
Spiidi (Foil),828.68
TACO (Foil),804.21
mou (Foil),793.51
denis (Foil),792.75
stanislaw (Foil),764.46
byali (Foil),750.70
bondik (Foil),732.35
TaZ (Foil),700.24
loWel (Foil),636.03
ELEAGUE (Foil),490.02
rain (Foil),58747.60
s1mple (Foil),19016.06
kennyS (Foil),15562.97
NiKo (Foil),8523.78
ScreaM (Foil),7671.40
device (Foil),7205.08
k0nfig (Foil),6527.76
Team Dignitas (Foil),5004.18
shox (Foil),4595.19
Happy (Foil),4182.38
FalleN (Foil),3648.02
RUSH (Foil),3609.03
Team Liquid (Foil),3336.12
Counter Logic Gaming (Foil),2934.01
tarik (Foil),2634.34
Astralis (Foil),2571.66
olofmeister (Foil),2523.49
EliGE (Foil),2496.74
NAF (Foil),2370.60
Flipsid3 Tactics (Foil),2292.63
gla1ve (Foil),2263.58
WorldEdit (Foil),2041.12
Dosia (Foil),2013.60
DEVIL (Foil),2004.42
coldzera (Foil),2000.60
GuardiaN (Foil),1910.39
dupreeh (Foil),1752.91
Xyp9x (Foil),1749.86
OpTic Gaming (Foil),1740.68
G2 Esports (Foil),1570.97
chrisJ (Foil),1567.15
fnx (Foil),1529.69
Hiko (Foil),1527.40
fox (Foil),1480.00
pashaBiceps (Foil),1462.42
mousesports (Foil),1452.48
SK Gaming (Foil),1436.42
Natus Vincere (Foil),1366.09
markeloff (Foil),1351.57
AdreN (Foil),1318.70
apEX (Foil),1311.82
B1ad3 (Foil),1298.82
Virtus.Pro (Foil),1283.53
Team EnVyUs (Foil),1263.66
Gambit Gaming (Foil),1223.90
Spiidi (Foil),1201.73
Ninjas in Pyjamas (Foil),1200.21
nitr0 (Foil),1184.15
MSL (Foil),1146.69
wayLander (Foil),1132.17
RpK (Foil),1132.17
SmithZz (Foil),1131.40
mixwell (Foil),1131.40
Shara (Foil),1114.58
f0rest (Foil),1063.37
Snax (Foil),1054.96
JW (Foil),1039.67
NBK- (Foil),1020.56
FaZe Clan (Foil),1020.56
NEO (Foil),971.63
Fnatic (Foil),950.99
fer (Foil),949.46
denis (Foil),938.76
aizy (Foil),925.00
jkaem (Foil),921.18
bodyy (Foil),918.88
kioShiMa (Foil),901.30
dennis (Foil),900.53
GeT_RiGhT (Foil),900.53
TACO (Foil),875.31
jdm64 (Foil),871.49
friberg (Foil),859.25
karrigan (Foil),844.73
Zeus (Foil),840.91
nex (Foil),811.86
hazed (Foil),787.39
reltuC (Foil),783.57
mou (Foil),782.81
flamie (Foil),775.93
RUBINO (Foil),771.34
daps (Foil),727.77
hooch (Foil),727.77
flusha (Foil),720.89
koosta (Foil),708.65
pita (Foil),703.30
ESL (Foil),668.14
seized (Foil),636.03
Edward (Foil),633.74
KRIMZ (Foil),627.62
spaze (Foil),609.27
cajunb (Foil),602.39
stanislaw (Foil),599.34
TENZKI (Foil),392.17
byali (Foil),363.88
TaZ (Foil),347.06
Xizt (Foil),305.02
pyth (Foil),281.32
s1mple (Foil),9937.28
shroud (Foil),8179.77
kennyS (Foil),5839.74
NiKo (Foil),4920.86
fnx (Foil),4202.26
ScreaM (Foil),4107.47
Stewie2K (Foil),3625.09
FalleN (Foil),3015.04
Team Liquid (Foil),2711.55
Skadoodle (Foil),2304.86
device (Foil),2292.63
coldzera (Foil),2292.63
Cloud9 (Foil),2208.53
Luminosity Gaming (Foil),2140.50
Counter Logic Gaming (Foil),2081.63
jasonR (Foil),1911.16
EliGE (Foil),1758.26
Snax (Foil),1667.29
Flipsid3 Tactics (Foil),1603.08
n0thing (Foil),1527.40
shox (Foil),1513.64
Hiko (Foil),1467.77
G2 Esports (Foil),1350.04
rain (Foil),1304.94
Natus Vincere (Foil),1223.90
B1ad3 (Foil),1213.20
pashaBiceps (Foil),1186.44
freakazoid (Foil),1149.75
MLG (Foil),1135.23
Splyce (Foil),1131.40
olofmeister (Foil),1116.88
Happy (Foil),1111.53
Team EnVyUs (Foil),1101.59
TACO (Foil),1044.25
Astralis (Foil),1028.20
Fnatic (Foil),970.10
nitr0 (Foil),874.54
dupreeh (Foil),855.43
Xyp9x (Foil),844.73
mousesports (Foil),795.80
markeloff (Foil),753.76
Virtus.Pro (Foil),748.41
Gambit Gaming (Foil),739.23
Ninjas in Pyjamas (Foil),721.65
FaZe Clan (Foil),709.42
JW (Foil),700.24
WorldEdit (Foil),671.20
tarik (Foil),668.90
apEX (Foil),645.20
Dosia (Foil),625.33
chrisJ (Foil),615.39
DAVEY (Foil),615.39
GuardiaN (Foil),609.27
FugLy (Foil),532.83
bondik (Foil),522.12
fer (Foil),520.60
dennis (Foil),518.30
NEO (Foil),477.79
NBK- (Foil),476.26
GeT_RiGhT (Foil),458.67
jdm64 (Foil),457.15
fox (Foil),452.56
DEVIL (Foil),428.86
f0rest (Foil),419.69
Zeus (Foil),417.39
adreN (Foil),412.81
karrigan (Foil),410.51
aizy (Foil),382.23
flusha (Foil),381.46
KRIMZ (Foil),349.36
jkaem (Foil),347.83
denis (Foil),347.06
nex (Foil),347.06
hazed (Foil),335.60
AdreN (Foil) ,330.24
RpK (Foil),328.71
Shara (Foil),326.42
SmithZz (Foil),324.89
reltuC (Foil),322.60
friberg (Foil),310.37
Spiidi (Foil),309.60
Ex6TenZ (Foil),305.02
Maikelele (Foil),300.43
wayLander (Foil),295.08
seized (Foil),292.79
hooch (Foil),287.43
Professor_Chaos (Foil),287.43
flamie (Foil),287.43
Edward (Foil),277.50
pyth (Foil),256.09
TaZ (Foil),222.45
mou (Foil),222.45
byali (Foil),221.69
cajunb (Foil),221.69
abE (Foil),219.40
arya (Foil),214.81
Xizt (Foil),194.17
NiKo (Foil),9574.15
Titan (Foil),6964.27
ScreaM (Foil),6783.86
shroud (Foil),6001.81
kennyS (Foil),4952.96
shox (Foil),4261.12
EliGE (Foil),3464.55
Skadoodle (Foil),2904.96
Pimp (Foil),2570.13
markeloff (Foil),2502.85
olofmeister (Foil),2171.84
SmithZz (Foil),2109.92
freakazoid (Foil),2004.42
Team Dignitas (Foil),1927.21
RpK (Foil),1794.19
device (Foil),1629.07
Ex6TenZ (Foil),1567.15
FalleN (Foil),1518.99
n0thing (Foil),1495.29
B1ad3 (Foil),1436.42
denis (Foil),1356.92
Happy (Foil),1314.11
tarik (Foil),1311.05
DreamHack (Foil),1296.53
Cloud9 (Foil),1261.36
f0rest (Foil),1213.20
coldzera (Foil),1210.91
Team Liquid (Foil),1201.73
pashaBiceps (Foil),1152.04
mousesports (Foil),1152.04
GruBy (Foil),1144.40
GuardiaN (Foil),1128.35
peet (Foil),1080.95
JW (Foil),958.63
chrisJ (Foil),942.58
Luminosity Gaming (Foil),935.70
Flipsid3 Tactics (Foil),921.18
rain (Foil),916.59
apEX (Foil),902.06
Counter Logic Gaming (Foil),846.26
GeT_RiGhT (Foil),840.14
Hiko (Foil),787.39
nitr0 (Foil),783.57
nex (Foil),782.81
Kjaerbye (Foil),766.75
Team EnVyUs (Foil),761.40
MSL (Foil),750.70
hazed (Foil),726.24
Vexed Gaming (Foil),696.42
NEO (Foil),678.08
seang@res (Foil),675.02
KRIMZ (Foil),671.96
dupreeh (Foil),663.55
bondik (Foil),651.32
WorldEdit (Foil),650.55
aizy (Foil),644.44
DavCost (Foil),637.56
flamie (Foil),634.50
FNS (Foil),624.56
tenzki (Foil),620.74
adreN (Foil),606.22
Natus Vincere (Foil),602.39
jdm64 (Foil),600.10
Xyp9x (Foil),575.64
Snax (Foil),573.34
fer (Foil),564.93
rallen (Foil),555.76
NBK- (Foil),542.00
fox (Foil),522.89
flusha (Foil),520.60
Virtus.Pro (Foil),514.48
boltz (Foil),512.19
Zeus (Foil),506.84
reltuC (Foil),501.48
Furlan (Foil),500.72
Hyper (Foil),497.66
G2 Esports (Foil),496.90
Ninjas in Pyjamas (Foil),478.55
gob b (Foil),478.55
Fnatic (Foil),477.79
Maikelele (Foil),444.91
friberg (Foil),436.50
steel (Foil),421.98
Team SoloMid (Foil),411.28
TaZ (Foil),408.98
kioShiMa (Foil),404.40
FugLy (Foil),402.10
allu (Foil),401.34
pronax (Foil),399.81
dennis (Foil),397.52
seized (Foil),395.22
Edward (Foil),389.11
byali (Foil),376.11
karrigan (Foil),361.59
cajunb (Foil),335.60
jkaem (Foil),267.56
Xizt (Foil),220.16
Titan (Foil),5498.03
shroud (Foil),3456.14
kennyS (Foil),2446.28
Skadoodle (Foil),2100.74
shox (Foil),1913.45
olofmeister (Foil),1775.85
ScreaM (Foil),1567.15
FalleN (Foil),1565.62
Cloud9 G2A (Foil),1320.99
device (Foil),1305.70
Luminosity Gaming (Foil),1174.98
Team Immunity (Foil),1146.69
mousesports (Foil),1093.18
JW (Foil),999.15
Flipsid3 Tactics (Foil),973.16
rain (Foil),968.57
coldzera (Foil),917.35
pashaBiceps (Foil),879.13
n0thing (Foil),879.13
Happy (Foil),848.55
Maniac (Foil),836.32
Team Kinguin (Foil),821.03
RpK (Foil),777.46
Counter Logic Gaming (Foil),759.11
f0rest (Foil),727.00
freakazoid (Foil),715.53
SmithZz (Foil),714.77
boltz (Foil),695.66
James (Foil),687.25
Ex6TenZ (Foil),648.26
Natus Vincere (Foil),648.26
chrisJ (Foil),645.97
hazed (Foil),645.20
GeT_RiGhT (Foil),639.85
Xyp9x (Foil),628.39
GuardiaN (Foil),627.62
Virtus.Pro (Foil),609.27
gob b (Foil),600.86
fer (Foil),595.51
tarik (Foil),592.46
Fnatic (Foil),577.93
NEO (Foil),573.34
Team EnVyUs (Foil),560.35
jks (Foil),550.41
SPUNJ (Foil),549.65
Team SoloMid (Foil),548.88
seang@res (Foil),527.48
dupreeh (Foil),516.01
flusha (Foil),506.84
Snax (Foil),483.90
SnypeR (Foil),441.09
Ninjas in Pyjamas (Foil),434.98
B1ad3 (Foil),426.57
friberg (Foil),418.16
NBK- (Foil),405.16
apEX (Foil),388.34
jdm64 (Foil),382.99
Zeus (Foil),378.41
markeloff (Foil),373.05
ESL (Foil),366.17
byali (Foil),365.41
Spiidi (Foil),363.88
karrigan (Foil),362.35
FNS (Foil),357.76
kioShiMa (Foil),345.53
KRIMZ (Foil),342.48
denis (Foil),340.18
fox (Foil),337.89
steel (Foil),335.60
WorldEdit (Foil),325.66
emagine (Foil),321.07
allu (Foil),318.01
Havoc (Foil),314.19
Renegades (Foil),313.43
Team eBettle (Foil),305.02
Edward (Foil),295.08
DavCost (Foil),283.61
USTILO (Foil),278.26
Rickeh (Foil),276.73
Xizt (Foil),273.67
nex (Foil),273.67
bondik (Foil),260.68
flamie (Foil),258.38
Maikelele (Foil),257.62
pronax (Foil),248.45
peet (Foil),247.68
TaZ (Foil),235.45
Hyper (Foil),230.10
reltuC (Foil),229.33
rallen (Foil),226.28
yam (Foil),225.51
seized (Foil),220.16
cajunb (Foil),204.11
Furlan (Foil),199.52
dennis (Foil),195.70
GruBy (Foil),190.35
AZR (Foil),185.76
LGB eSports (Foil),33975.88
Titan (Foil),32106.76
Vox Eminor (Foil),25342.77
Natus Vincere (Foil),16876.32
3DMAX (Foil),14004.23
HellRaisers (Foil),10118.45
Flipsid3 Tactics (Foil),9172.81
Keyd Stars (Foil),7713.45
Cloud9 G2A (Foil),7683.63
Counter Logic Gaming (Foil),7538.38
Fnatic (Foil),7202.78
Virtus.pro (Foil),6439.85
Ninjas in Pyjamas (Foil),6157.00
Team EnVyUs (Foil),4256.54
TSM Kinguin (Foil),3045.62
ESL One (Foil),2654.98
PENTA Sports (Foil),2360.66
Team Dignitas (Foil),8366.30
Cloud9 (Foil),7713.45
DreamHack Winter 2014 (Foil),5732.72
Natus Vincere (Foil),4751.14
Ninjas in Pyjamas (Foil),3305.54
Fnatic (Foil),2775.00
Virtus.Pro (Foil),2675.62
ESL One (Red),3174.05
ESL One (Blue),600.86
ESL Skull (Foil),63446.77
ESL Wolf (Foil),43956.73
NiKo (Holo),279.02
ZywOo (Holo),89.44
arT (Holo),49.69
s1mple (Holo),46.63
device (Holo),43.57
Jame (Holo),38.22
sh1ro (Holo),29.81
huNter- (Holo),22.93
JACKZ (Holo),21.40
YEKINDAR (Holo),18.34
VINI (Holo),15.28
yuurih (Holo),14.52
AMANEK (Holo),14.52
KSCERATO (Holo),14.52
nexa (Holo),14.52
shox (Holo),13.76
LNZ (Holo),13.76
REZ (Holo),12.99
apEX (Holo),12.23
hampus (Holo),12.23
Ax1Le (Holo),12.23
drop (Holo),12.23
HObbit (Holo),11.46
nafany (Holo),10.70
cadiaN (Holo),7.66
interz (Holo),6.90
b1t (Holo),6.90
Kyojin (Holo),6.13
TeSeS (Holo),6.13
FL1T (Holo),6.13
buster (Holo),6.13
misutaaa (Holo),6.13
electroNic (Holo),5.37
sjuush (Holo),5.37
refrezh (Holo),5.37
stavn (Holo),5.37
Qikert (Holo),5.37
Plopski (Holo),5.37
Perfecto (Holo),3.84
Boombl4 (Holo),3.84
MOUZ (Holo),246.15
Copenhagen Flames (Holo),170.47
Entropiq (Holo),142.19
Natus Vincere (Holo),123.07
Astralis (Holo),120.78
Movistar Riders (Holo),107.02
FURIA (Holo),94.02
Tyloo (Holo),74.91
FaZe Clan (Holo),65.74
paiN Gaming (Holo),64.97
Virtus.Pro (Holo),63.45
G2 Esports (Holo),58.86
Team Spirit (Holo),52.74
BIG (Holo),52.74
Vitality (Holo),38.98
Team Liquid (Holo),37.45
GODSENT (Holo),28.28
ENCE (Holo),27.52
Heroic (Holo),25.99
Gambit Gaming (Holo),22.93
Sharks Esports (Holo),16.05
Evil Geniuses (Holo),15.28
Renegades (Holo),15.28
Ninjas in Pyjamas (Holo),15.28
PGL (Holo),6.13
Liquid (Holo),13.76
Natus Vincere (Holo),12.99
TYLOO (Holo),12.99
Fnatic (Holo),11.46
Astralis (Holo),8.42
FaZe (Holo),7.66
G2 (Holo),7.66
North (Holo),6.13
Spirit (Holo),5.37
Virtus.pro (Holo),4.60
OG (Holo),3.84
Boom (Holo),3.84
Nemiga (Holo),3.84
GODSENT (Holo),3.84
FURIA (Holo),3.07
Renegades (Holo),2.31
Ninjas in Pyjamas (Holo),2.31
Heroic (Holo),2.31
BIG (Holo),2.31
ESPADA (Holo),1.54
100 Thieves (Holo),1.54
Gen.G (Holo),1.54
Evil Geniuses (Holo),1.54
Vitality (Holo),1.54
DickStacy (Foil),819.50
kennyS (Foil),377.64
s1mple (Foil),267.56
arT (Foil),219.40
Twistzz (Foil),197.99
kNgV- (Foil),180.41
ropz (Foil),178.12
NiKo (Foil),166.65
somebody (Foil),123.07
ZywOo (Foil),109.31
Lucky (Foil),97.08
FalleN (Foil),89.44
Natus Vincere (Holo),73.38
frozen (Foil),63.45
device (Foil),63.45
huNter- (Foil),61.15
HellRaisers (Holo),61.15
Summer (Foil),55.04
compLexity Gaming (Holo),54.27
olofmeister (Foil),52.74
MIBR (Holo),48.92
G2 Esports (Holo),48.16
Perfecto (Foil),43.57
BnTeT (Foil),43.57
Stewie2K (Foil),42.04
